pincode,primary_district,primary_state,n_districts,n_states,n_offices
781128,Kamrup Metro,Assam,2,1,3
781131,Ri Bhoi,Meghalaya,2,2,4
781313,Barpeta,Assam,2,1,5
781320,Barpeta,Assam,2,1,6
781325,Bajali,Assam,2,1,13
781355,Nalbari,Assam,2,1,8
781365,Kamrup,Assam,2,1,4
781371,Nalbari,Assam,2,1,5
781376,Baksa,Assam,2,1,2
782103,Nagaon,Assam,2,1,16
782106,Marigaon,Assam,2,1,10
782126,Marigaon,Assam,2,1,10
782136,Nagaon,Assam,2,1,8
782410,Marigaon,Assam,2,2,4
782411,Marigaon,Assam,2,1,14
782413,Marigaon,Assam,2,1,15
782425,Nagaon,Assam,2,1,11
782435,Hojai,Assam,2,1,13
782447,Hojai,Assam,2,1,9
782448,West Karbi Anglong,Assam,2,1,8
782450,West Karbi Anglong,Assam,2,1,9
782481,Karbi Anglong,Assam,2,1,15
783101,Goalpara,Assam,2,1,16
783123,Goalpara,Assam,2,1,9
783132,Goalpara,Assam,2,1,6
783323,Dhubri,Assam,2,1,5
783331,Dhubri,Assam,2,1,12
783332,Kokrajhar,Assam,2,1,11
783333,Kokrajhar,Assam,2,1,3
783349,Dhubri,Assam,2,1,10
783371,Dhubri,Assam,2,1,4
783373,Chirang,Assam,2,1,7
783391,Chirang,Assam,2,1,6
784114,Udalguri,Assam,2,1,7
784190,Udalguri,Assam,2,1,4
784507,Udalguri,Assam,2,1,9
784514,Darrang,Assam,2,1,7
784525,Udalguri,Assam,2,1,13
785614,Golaghat,Assam,2,1,17
785640,Sivasagar,Assam,2,1,5
785669,Sivasagar,Assam,2,1,3
785680,Sivasagar,Assam,2,1,12
785682,Jorhat,Assam,2,1,11
785683,Jorhat,Assam,2,1,12
785686,Sivasagar,Assam,2,1,7
785703,Golaghat,Assam,2,1,9
786183,Tinsukia,Assam,2,1,10
786189,Tinsukia,Assam,2,1,3
787052,Lakhimpur,Assam,2,1,15
787053,Lakhimpur,Assam,2,1,13
787058,Dhemaji,Assam,2,1,16
788107,Cachar,Assam,2,1,14
788108,Cachar,Assam,2,1,6
788150,Hailakandi,Assam,2,1,8
788152,Hailakandi,Assam,2,1,16
788738,Karimganj,Assam,2,1,2
788801,Hailakandi,Assam,2,1,8
788802,Cachar,Assam,2,1,3
791004,East Siang,Arunachal Pradesh,2,1,2
791101,West Siang,Arunachal Pradesh,2,1,15
791103,East Siang,Arunachal Pradesh,2,1,17
791104,East Siang,Arunachal Pradesh,2,1,10
791118,Kurung Kumey,Arunachal Pradesh,2,1,149
791119,Lower Subansiri,Arunachal Pradesh,2,1,14
791120,Lower Subansiri,Arunachal Pradesh,2,1,43
792102,Namsai,Arunachal Pradesh,2,1,8
